Averaged Grid, with depth 12:
Data Frame:
485, 1434, 674, 255,
585, 1621, 1271, 678,
465, 1574, 1321, 549,
1029, 1309, 1052, 805,
1393, 1326, 243, 176,
1343, 1363, 867, 193,
1167, 1162, 909, 440,
862, 952, 941, 706,
Averaged Grid, with depth 12:
Data Frame:
488, 1431, 585, 256,
464, 1622, 1270, 792,
441, 1575, 1190, 530,
899, 1313, 921, 665,
1278, 1324, 212, 160,
1343, 1363, 737, 178,
1164, 1023, 769, 305,
779, 930, 796, 685,
Averaged Grid, with depth 12:
Data Frame:
485, 1433, 498, 257,
453, 1624, 1269, 899,
435, 1573, 1193, 403,
777, 1322, 922, 527,
1279, 1324, 212, 150,
1344, 1362, 629, 163,
1164, 1020, 766, 414,
772, 929, 798, 550,
Averaged Grid, with depth 12:
Data Frame:
490, 1430, 502, 257,
548, 1625, 1267, 897,
429, 1573, 1194, 409,
655, 1317, 923, 402,
1273, 1324, 212, 152,
1342, 1358, 630, 155,
1164, 1017, 765, 414,
774, 927, 800, 546,
Averaged Grid, with depth 12:
Data Frame:
590, 1430, 503, 258,
651, 1626, 1269, 898,
423, 1573, 1194, 408,
534, 1320, 928, 400,
1278, 1323, 211, 151,
1341, 1359, 627, 152,
1164, 1021, 767, 529,
756, 921, 802, 549,
Averaged Grid, with depth 12:
Data Frame:
687, 1431, 509, 257,
654, 1627, 1266, 901,
417, 1572, 1193, 526,
412, 1314, 932, 404,
1280, 1325, 213, 153,
1343, 1357, 626, 155,
1166, 1021, 770, 647,
761, 922, 801, 552,
Averaged Grid, with depth 12:
Data Frame:
698, 1434, 499, 274,
654, 1628, 1266, 1020,
521, 1575, 1309, 649,
291, 1319, 935, 534,
1276, 1431, 220, 170,
1342, 1358, 627, 275,
1206, 1019, 775, 774,
760, 922, 805, 681,
Averaged Grid, with depth 12:
Data Frame:
714, 1432, 599, 297,
768, 1626, 1387, 1143,
633, 1578, 1311, 777,
169, 1329, 1063, 670,
1179, 1430, 249, 192,
1340, 1356, 749, 400,
1206, 1017, 905, 905,
785, 1049, 937, 814,
Averaged Grid, with depth 12:
Data Frame:
733, 1434, 710, 325,
884, 1629, 1388, 1267,
748, 1579, 1315, 911,
170, 1331, 1192, 807,
1182, 1428, 369, 219,
1340, 1354, 873, 527,
1314, 1145, 1036, 1039,
779, 1180, 1072, 949,
